2021-04-05 13:27:28,1571614,18.5,22.0,745.4,43.7,59.42,0,45.3
2021-04-05 13:29:28,1571615,18.0,22.0,745.3,43.8,59.44,0,45.3
2021-04-05 13:31:28,1571616,17.4,22.0,745.4,43.8,59.46,0,45.3
2021-04-05 13:33:28,1571617,16.6,22.0,745.4,43.7,59.48,0,45.3
2021-04-05 13:35:28,1571618,15.9,22.0,745.4,43.6,59.50,0,45.3
2021-04-05 13:37:28,1571619,15.3,22.0,745.4,43.6,59.52,0,45.3
2021-04-05 13:39:29,1571620,15.1,22.0,745.4,43.6,59.54,0,45.3
2021-04-05 13:41:28,1571621,14.5,22.0,745.4,43.7,59.56,0,45.3
2021-04-05 13:43:28,1571622,14.5,21.9,745.4,43.6,59.58,0,45.3
2021-04-05 13:45:28,1571623,14.6,22.0,745.4,43.7,60.00,0,45.3
2021-04-05 13:47:28,1571624,14.6,22.0,745.4,43.7,60.02,0,45.2
2021-04-05 13:49:28,1571625,14.6,22.0,745.4,43.6,60.04,0,45.2
2021-04-05 13:51:28,1571626,14.3,21.9,745.4,43.7,60.06,0,45.2
2021-04-05 13:53:28,1571627,14.0,22.0,745.4,43.7,60.08,0,45.1
2021-04-05 13:55:28,1571628,13.9,22.0,745.4,43.7,60.10,0,45.1
2021-04-05 13:57:28,1571629,13.7,21.9,745.4,43.7,60.12,0,45.1
2021-04-05 13:59:28,1571630,13.6,22.0,745.4,43.7,60.14,0,45.2
2021-04-05 14:01:28,1571631,13.5,22.0,745.4,43.7,60.16,0,45.1
2021-04-05 14:03:28,1571632,13.1,21.9,745.4,43.6,60.18,0,45.1
2021-04-05 14:05:28,1571633,13.1,22.0,745.4,43.7,60.20,0,45.1
2021-04-05 14:07:28,1571634,13.2,21.9,745.4,43.8,60.22,0,45.1
2021-04-05 14:09:28,1571635,13.3,22.0,745.4,43.7,60.24,0,45.1
2021-04-05 14:11:28,1571636,13.3,22.0,745.4,43.7,60.26,6,45.1
2021-04-05 14:13:29,1571637,13.5,22.1,745.4,44.0,60.28,18,45.1
2021-04-05 14:15:28,1571638,13.6,22.2,745.4,43.7,60.30,17,45.1
2021-04-05 14:17:28,1571639,13.2,22.4,745.4,43.8,60.32,7,45.1
2021-04-05 14:19:28,1571640,12.7,22.5,745.4,43.4,60.34,5,45.1
2021-04-05 14:21:28,1571641,12.4,22.4,745.3,43.5,60.36,3,45.0
2021-04-05 14:23:28,1571642,12.7,22.4,745.3,43.8,60.38,0,45.0
2021-04-05 14:25:28,1571643,12.5,22.3,745.3,43.8,60.40,2,45.0
2021-04-05 14:27:28,1571644,12.7,22.5,745.3,43.6,60.42,1,45.1
2021-04-05 14:29:28,1571645,12.9,22.7,745.3,43.3,60.44,9,45.1
2021-04-05 14:31:28,1571646,12.7,22.8,745.3,43.1,60.46,6,45.1
2021-04-05 14:33:28,1571647,12.8,22.3,745.3,43.7,60.48,15,45.1
2021-04-05 14:35:28,1571648,12.6,22.3,745.3,44.1,60.50,3,45.1
