Load of resource;Memory;Total proc. power;Tester
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
0,0000;0,0000;0,0000;66,6667
