LISZT_FERENC_STATION__MEMORY;LISZT_FERENC_STATION__LOAD_OF_RESOURCE;LISZT_FERENC_STATION__TOTAL_PROCESSING_POWER;KALOCSA_FOKTO_STATION__MEMORY;KALOCSA_FOKTO_STATION__LOAD_OF_RESOURCE;KALOCSA_FOKTO_STATION__TOTAL_PROCESSING_POWER;DEBRECEN_INTERNATIONAL_AIRPORT__MEMORY;DEBRECEN_INTERNATIONAL_AIRPORT__LOAD_OF_RESOURCE;DEBRECEN_INTERNATIONAL_AIRPORT__TOTAL_PROCESSING_POWER;KECSKEMET_AIRPORT__MEMORY;KECSKEMET_AIRPORT__LOAD_OF_RESOURCE;KECSKEMET_AIRPORT__TOTAL_PROCESSING_POWER;BUDAPEST_MAIN__MEMORY;BUDAPEST_MAIN__LOAD_OF_RESOURCE;BUDAPEST_MAIN__TOTAL_PROCESSING_POWER;
382252089344,00000000;356,00000000;0,00089000;64424509440,00000000;60,00000000;0,00015000;90194313216,00000000;84,00000000;0,00021000;137438953472,00000000;128,00000000;0,00032000;17179869184,00000000;32,00000000;0,00004000;
382252089344,00000000;356,00000000;0,00089000;64424509440,00000000;60,00000000;0,00015000;90194313216,00000000;84,00000000;0,00021000;141733920768,00000000;132,00000000;0,00033000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;64424509440,00000000;60,00000000;0,00015000;90194313216,00000000;84,00000000;0,00021000;141733920768,00000000;132,00000000;0,00033000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;60129542144,00000000;56,00000000;0,00014000;94489280512,00000000;88,00000000;0,00022000;141733920768,00000000;132,00000000;0,00033000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;60129542144,00000000;56,00000000;0,00014000;94489280512,00000000;88,00000000;0,00022000;137438953472,00000000;128,00000000;0,00032000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;60129542144,00000000;56,00000000;0,00014000;98784247808,00000000;92,00000000;0,00023000;137438953472,00000000;128,00000000;0,00032000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;55834574848,00000000;52,00000000;0,00013000;98784247808,00000000;92,00000000;0,00023000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;55834574848,00000000;52,00000000;0,00013000;103079215104,00000000;96,00000000;0,00024000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;51539607552,00000000;48,00000000;0,00012000;103079215104,00000000;96,00000000;0,00024000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;51539607552,00000000;48,00000000;0,00012000;107374182400,00000000;100,00000000;0,00025000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;51539607552,00000000;48,00000000;0,00012000;107374182400,00000000;100,00000000;0,00025000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;51539607552,00000000;48,00000000;0,00012000;107374182400,00000000;100,00000000;0,00025000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;51539607552,00000000;48,00000000;0,00012000;107374182400,00000000;100,00000000;0,00025000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;51539607552,00000000;48,00000000;0,00012000;107374182400,00000000;100,00000000;0,00025000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;51539607552,00000000;48,00000000;0,00012000;111669149696,00000000;104,00000000;0,00026000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;51539607552,00000000;48,00000000;0,00012000;111669149696,00000000;104,00000000;0,00026000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;51539607552,00000000;48,00000000;0,00012000;111669149696,00000000;104,00000000;0,00026000;133143986176,00000000;124,00000000;0,00031000;17179869184,00000000;32,00000000;0,00004000;
382252089344,00000000;356,00000000;0,00089000;42949672960,00000000;40,00000000;0,00010000;111669149696,00000000;104,00000000;0,00026000;120259084288,00000000;112,00000000;0,00028000;17179869184,00000000;32,00000000;0,00004000;
382252089344,00000000;356,00000000;0,00089000;42949672960,00000000;40,00000000;0,00010000;115964116992,00000000;108,00000000;0,00027000;120259084288,00000000;112,00000000;0,00028000;17179869184,00000000;32,00000000;0,00004000;
382252089344,00000000;356,00000000;0,00089000;42949672960,00000000;40,00000000;0,00010000;115964116992,00000000;108,00000000;0,00027000;115964116992,00000000;108,00000000;0,00027000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;42949672960,00000000;40,00000000;0,00010000;115964116992,00000000;108,00000000;0,00027000;115964116992,00000000;108,00000000;0,00027000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;47244640256,00000000;44,00000000;0,00011000;115964116992,00000000;108,00000000;0,00027000;115964116992,00000000;108,00000000;0,00027000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;47244640256,00000000;44,00000000;0,00011000;120259084288,00000000;112,00000000;0,00028000;115964116992,00000000;108,00000000;0,00027000;17179869184,00000000;32,00000000;0,00004000;
386547056640,00000000;360,00000000;0,00090000;47244640256,00000000;44,00000000;0,00011000;120259084288,00000000;112,00000000;0,00028000;115964116992,00000000;108,00000000;0,00027000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;47244640256,00000000;44,00000000;0,00011000;120259084288,00000000;112,00000000;0,00028000;115964116992,00000000;108,00000000;0,00027000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;51539607552,00000000;48,00000000;0,00012000;120259084288,00000000;112,00000000;0,00028000;115964116992,00000000;108,00000000;0,00027000;17179869184,00000000;32,00000000;0,00004000;
390842023936,00000000;364,00000000;0,00091000;51539607552,00000000;48,00000000;0,00012000;124554051584,00000000;116,00000000;0,00029000;107374182400,00000000;100,00000000;0,00025000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;51539607552,00000000;48,00000000;0,00012000;124554051584,00000000;116,00000000;0,00029000;107374182400,00000000;100,00000000;0,00025000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;55834574848,00000000;52,00000000;0,00013000;124554051584,00000000;116,00000000;0,00029000;107374182400,00000000;100,00000000;0,00025000;17179869184,00000000;32,00000000;0,00004000;
395136991232,00000000;368,00000000;0,00092000;55834574848,00000000;52,00000000;0,00013000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;96,00000000;0,00024000;17179869184,00000000;32,00000000;0,00004000;
399431958528,00000000;372,00000000;0,00093000;55834574848,00000000;52,00000000;0,00013000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;96,00000000;0,00024000;17179869184,00000000;32,00000000;0,00004000;
399431958528,00000000;372,00000000;0,00093000;60129542144,00000000;56,00000000;0,00014000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;96,00000000;0,00024000;17179869184,00000000;32,00000000;0,00004000;
399431958528,00000000;372,00000000;0,00093000;60129542144,00000000;56,00000000;0,00014000;133143986176,00000000;124,00000000;0,00031000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
403726925824,00000000;376,00000000;0,00094000;60129542144,00000000;56,00000000;0,00014000;133143986176,00000000;124,00000000;0,00031000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
403726925824,00000000;376,00000000;0,00094000;64424509440,00000000;60,00000000;0,00015000;133143986176,00000000;124,00000000;0,00031000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
403726925824,00000000;376,00000000;0,00094000;64424509440,00000000;60,00000000;0,00015000;137438953472,00000000;128,00000000;0,00032000;94489280512,00000000;88,00000000;0,00022000;17179869184,00000000;32,00000000;0,00004000;
408021893120,00000000;380,00000000;0,00095000;64424509440,00000000;60,00000000;0,00015000;137438953472,00000000;128,00000000;0,00032000;94489280512,00000000;88,00000000;0,00022000;17179869184,00000000;32,00000000;0,00004000;
408021893120,00000000;380,00000000;0,00095000;64424509440,00000000;60,00000000;0,00015000;137438953472,00000000;128,00000000;0,00032000;94489280512,00000000;88,00000000;0,00022000;17179869184,00000000;32,00000000;0,00004000;
408021893120,00000000;380,00000000;0,00095000;64424509440,00000000;60,00000000;0,00015000;141733920768,00000000;132,00000000;0,00033000;94489280512,00000000;88,00000000;0,00022000;17179869184,00000000;32,00000000;0,00004000;
408021893120,00000000;380,00000000;0,00095000;64424509440,00000000;60,00000000;0,00015000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
408021893120,00000000;380,00000000;0,00095000;64424509440,00000000;60,00000000;0,00015000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
412316860416,00000000;384,00000000;0,00096000;64424509440,00000000;60,00000000;0,00015000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
412316860416,00000000;384,00000000;0,00096000;68719476736,00000000;64,00000000;0,00016000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
412316860416,00000000;384,00000000;0,00096000;68719476736,00000000;64,00000000;0,00016000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;17179869184,00000000;32,00000000;0,00004000;
412316860416,00000000;384,00000000;0,00096000;68719476736,00000000;64,00000000;0,00016000;141733920768,00000000;132,00000000;0,00033000;103079215104,00000000;96,00000000;0,00024000;17179869184,00000000;32,00000000;0,00004000;
412316860416,00000000;384,00000000;0,00096000;73014444032,00000000;68,00000000;0,00017000;141733920768,00000000;132,00000000;0,00033000;103079215104,00000000;96,00000000;0,00024000;17179869184,00000000;32,00000000;0,00004000;
412316860416,00000000;384,00000000;0,00096000;73014444032,00000000;68,00000000;0,00017000;141733920768,00000000;132,00000000;0,00033000;103079215104,00000000;96,00000000;0,00024000;21474836480,00000000;40,00000000;0,00005000;
412316860416,00000000;384,00000000;0,00096000;73014444032,00000000;68,00000000;0,00017000;141733920768,00000000;132,00000000;0,00033000;107374182400,00000000;100,00000000;0,00025000;21474836480,00000000;40,00000000;0,00005000;
412316860416,00000000;384,00000000;0,00096000;77309411328,00000000;72,00000000;0,00018000;141733920768,00000000;132,00000000;0,00033000;107374182400,00000000;100,00000000;0,00025000;21474836480,00000000;40,00000000;0,00005000;
412316860416,00000000;384,00000000;0,00096000;77309411328,00000000;72,00000000;0,00018000;141733920768,00000000;132,00000000;0,00033000;107374182400,00000000;100,00000000;0,00025000;25769803776,00000000;48,00000000;0,00006000;
412316860416,00000000;384,00000000;0,00096000;77309411328,00000000;72,00000000;0,00018000;137438953472,00000000;128,00000000;0,00032000;111669149696,00000000;104,00000000;0,00026000;25769803776,00000000;48,00000000;0,00006000;
412316860416,00000000;384,00000000;0,00096000;77309411328,00000000;72,00000000;0,00018000;137438953472,00000000;128,00000000;0,00032000;111669149696,00000000;104,00000000;0,00026000;25769803776,00000000;48,00000000;0,00006000;
412316860416,00000000;384,00000000;0,00096000;77309411328,00000000;72,00000000;0,00018000;137438953472,00000000;128,00000000;0,00032000;111669149696,00000000;104,00000000;0,00026000;30064771072,00000000;56,00000000;0,00007000;
408021893120,00000000;380,00000000;0,00095000;77309411328,00000000;72,00000000;0,00018000;133143986176,00000000;124,00000000;0,00031000;115964116992,00000000;108,00000000;0,00027000;30064771072,00000000;56,00000000;0,00007000;
408021893120,00000000;380,00000000;0,00095000;77309411328,00000000;72,00000000;0,00018000;133143986176,00000000;124,00000000;0,00031000;115964116992,00000000;108,00000000;0,00027000;34359738368,00000000;64,00000000;0,00008000;
408021893120,00000000;380,00000000;0,00095000;77309411328,00000000;72,00000000;0,00018000;128849018880,00000000;120,00000000;0,00030000;115964116992,00000000;108,00000000;0,00027000;34359738368,00000000;64,00000000;0,00008000;
408021893120,00000000;380,00000000;0,00095000;77309411328,00000000;72,00000000;0,00018000;128849018880,00000000;120,00000000;0,00030000;115964116992,00000000;108,00000000;0,00027000;38654705664,00000000;72,00000000;0,00009000;
408021893120,00000000;380,00000000;0,00095000;77309411328,00000000;72,00000000;0,00018000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;38654705664,00000000;72,00000000;0,00009000;
408021893120,00000000;380,00000000;0,00095000;77309411328,00000000;72,00000000;0,00018000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;38654705664,00000000;72,00000000;0,00009000;
412316860416,00000000;384,00000000;0,00096000;77309411328,00000000;72,00000000;0,00018000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;38654705664,00000000;72,00000000;0,00009000;
412316860416,00000000;384,00000000;0,00096000;81604378624,00000000;76,00000000;0,00019000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;38654705664,00000000;72,00000000;0,00009000;
412316860416,00000000;384,00000000;0,00096000;81604378624,00000000;76,00000000;0,00019000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;42949672960,00000000;80,00000000;0,00010000;
412316860416,00000000;384,00000000;0,00096000;81604378624,00000000;76,00000000;0,00019000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;42949672960,00000000;80,00000000;0,00010000;
412316860416,00000000;384,00000000;0,00096000;81604378624,00000000;76,00000000;0,00019000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;42949672960,00000000;80,00000000;0,00010000;
416611827712,00000000;388,00000000;0,00097000;81604378624,00000000;76,00000000;0,00019000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;42949672960,00000000;80,00000000;0,00010000;
416611827712,00000000;388,00000000;0,00097000;85899345920,00000000;80,00000000;0,00020000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;42949672960,00000000;80,00000000;0,00010000;
416611827712,00000000;388,00000000;0,00097000;85899345920,00000000;80,00000000;0,00020000;124554051584,00000000;116,00000000;0,00029000;115964116992,00000000;108,00000000;0,00027000;47244640256,00000000;88,00000000;0,00011000;
420906795008,00000000;392,00000000;0,00098000;85899345920,00000000;80,00000000;0,00020000;124554051584,00000000;116,00000000;0,00029000;115964116992,00000000;108,00000000;0,00027000;47244640256,00000000;88,00000000;0,00011000;
420906795008,00000000;392,00000000;0,00098000;90194313216,00000000;84,00000000;0,00021000;124554051584,00000000;116,00000000;0,00029000;115964116992,00000000;108,00000000;0,00027000;47244640256,00000000;88,00000000;0,00011000;
420906795008,00000000;392,00000000;0,00098000;90194313216,00000000;84,00000000;0,00021000;124554051584,00000000;116,00000000;0,00029000;115964116992,00000000;108,00000000;0,00027000;51539607552,00000000;96,00000000;0,00012000;
420906795008,00000000;392,00000000;0,00098000;90194313216,00000000;84,00000000;0,00021000;120259084288,00000000;112,00000000;0,00028000;115964116992,00000000;108,00000000;0,00027000;51539607552,00000000;96,00000000;0,00012000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;120259084288,00000000;112,00000000;0,00028000;115964116992,00000000;108,00000000;0,00027000;51539607552,00000000;96,00000000;0,00012000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;120259084288,00000000;112,00000000;0,00028000;115964116992,00000000;108,00000000;0,00027000;55834574848,00000000;104,00000000;0,00013000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;115964116992,00000000;108,00000000;0,00027000;115964116992,00000000;108,00000000;0,00027000;55834574848,00000000;104,00000000;0,00013000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;115964116992,00000000;108,00000000;0,00027000;55834574848,00000000;104,00000000;0,00013000;
416611827712,00000000;388,00000000;0,00097000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;111669149696,00000000;104,00000000;0,00026000;60129542144,00000000;112,00000000;0,00014000;
416611827712,00000000;388,00000000;0,00097000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;111669149696,00000000;104,00000000;0,00026000;60129542144,00000000;112,00000000;0,00014000;
416611827712,00000000;388,00000000;0,00097000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;111669149696,00000000;104,00000000;0,00026000;64424509440,00000000;120,00000000;0,00015000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;111669149696,00000000;104,00000000;0,00026000;64424509440,00000000;120,00000000;0,00015000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;111669149696,00000000;104,00000000;0,00026000;64424509440,00000000;120,00000000;0,00015000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;64424509440,00000000;120,00000000;0,00015000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;64424509440,00000000;120,00000000;0,00015000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;68719476736,00000000;128,00000000;0,00016000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;68719476736,00000000;128,00000000;0,00016000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;68719476736,00000000;128,00000000;0,00016000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;124554051584,00000000;116,00000000;0,00029000;111669149696,00000000;104,00000000;0,00026000;68719476736,00000000;128,00000000;0,00016000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;124554051584,00000000;116,00000000;0,00029000;111669149696,00000000;104,00000000;0,00026000;68719476736,00000000;128,00000000;0,00016000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;124554051584,00000000;116,00000000;0,00029000;103079215104,00000000;96,00000000;0,00024000;73014444032,00000000;136,00000000;0,00017000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;124554051584,00000000;116,00000000;0,00029000;103079215104,00000000;96,00000000;0,00024000;73014444032,00000000;136,00000000;0,00017000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;96,00000000;0,00024000;73014444032,00000000;136,00000000;0,00017000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;96,00000000;0,00024000;73014444032,00000000;136,00000000;0,00017000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;128849018880,00000000;120,00000000;0,00030000;98784247808,00000000;92,00000000;0,00023000;77309411328,00000000;144,00000000;0,00018000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;133143986176,00000000;124,00000000;0,00031000;98784247808,00000000;92,00000000;0,00023000;77309411328,00000000;144,00000000;0,00018000;
420906795008,00000000;392,00000000;0,00098000;115964116992,00000000;108,00000000;0,00027000;133143986176,00000000;124,00000000;0,00031000;98784247808,00000000;92,00000000;0,00023000;77309411328,00000000;144,00000000;0,00018000;
420906795008,00000000;392,00000000;0,00098000;115964116992,00000000;108,00000000;0,00027000;133143986176,00000000;124,00000000;0,00031000;98784247808,00000000;92,00000000;0,00023000;81604378624,00000000;152,00000000;0,00019000;
420906795008,00000000;392,00000000;0,00098000;115964116992,00000000;108,00000000;0,00027000;133143986176,00000000;124,00000000;0,00031000;94489280512,00000000;88,00000000;0,00022000;81604378624,00000000;152,00000000;0,00019000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;133143986176,00000000;124,00000000;0,00031000;94489280512,00000000;88,00000000;0,00022000;81604378624,00000000;152,00000000;0,00019000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;85899345920,00000000;160,00000000;0,00020000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;85899345920,00000000;160,00000000;0,00020000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;90194313216,00000000;168,00000000;0,00021000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;90194313216,00000000;168,00000000;0,00021000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;90194313216,00000000;168,00000000;0,00021000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;90194313216,00000000;168,00000000;0,00021000;
416611827712,00000000;388,00000000;0,00097000;124554051584,00000000;116,00000000;0,00029000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;90194313216,00000000;168,00000000;0,00021000;
416611827712,00000000;388,00000000;0,00097000;124554051584,00000000;116,00000000;0,00029000;128849018880,00000000;120,00000000;0,00030000;90194313216,00000000;84,00000000;0,00021000;94489280512,00000000;176,00000000;0,00022000;
416611827712,00000000;388,00000000;0,00097000;124554051584,00000000;116,00000000;0,00029000;124554051584,00000000;116,00000000;0,00029000;90194313216,00000000;84,00000000;0,00021000;94489280512,00000000;176,00000000;0,00022000;
416611827712,00000000;388,00000000;0,00097000;124554051584,00000000;116,00000000;0,00029000;124554051584,00000000;116,00000000;0,00029000;90194313216,00000000;84,00000000;0,00021000;94489280512,00000000;176,00000000;0,00022000;
416611827712,00000000;388,00000000;0,00097000;124554051584,00000000;116,00000000;0,00029000;124554051584,00000000;116,00000000;0,00029000;90194313216,00000000;84,00000000;0,00021000;94489280512,00000000;176,00000000;0,00022000;
416611827712,00000000;388,00000000;0,00097000;128849018880,00000000;120,00000000;0,00030000;124554051584,00000000;116,00000000;0,00029000;90194313216,00000000;84,00000000;0,00021000;94489280512,00000000;176,00000000;0,00022000;
403726925824,00000000;376,00000000;0,00094000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;112,00000000;0,00028000;90194313216,00000000;84,00000000;0,00021000;98784247808,00000000;184,00000000;0,00023000;
403726925824,00000000;376,00000000;0,00094000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;112,00000000;0,00028000;90194313216,00000000;84,00000000;0,00021000;98784247808,00000000;184,00000000;0,00023000;
403726925824,00000000;376,00000000;0,00094000;133143986176,00000000;124,00000000;0,00031000;115964116992,00000000;108,00000000;0,00027000;90194313216,00000000;84,00000000;0,00021000;103079215104,00000000;192,00000000;0,00024000;
403726925824,00000000;376,00000000;0,00094000;137438953472,00000000;128,00000000;0,00032000;115964116992,00000000;108,00000000;0,00027000;90194313216,00000000;84,00000000;0,00021000;103079215104,00000000;192,00000000;0,00024000;
399431958528,00000000;372,00000000;0,00093000;137438953472,00000000;128,00000000;0,00032000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;107374182400,00000000;200,00000000;0,00025000;
399431958528,00000000;372,00000000;0,00093000;141733920768,00000000;132,00000000;0,00033000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;107374182400,00000000;200,00000000;0,00025000;
399431958528,00000000;372,00000000;0,00093000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;208,00000000;0,00026000;
399431958528,00000000;372,00000000;0,00093000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;208,00000000;0,00026000;
399431958528,00000000;372,00000000;0,00093000;141733920768,00000000;132,00000000;0,00033000;98784247808,00000000;92,00000000;0,00023000;90194313216,00000000;84,00000000;0,00021000;115964116992,00000000;216,00000000;0,00027000;
399431958528,00000000;372,00000000;0,00093000;141733920768,00000000;132,00000000;0,00033000;103079215104,00000000;96,00000000;0,00024000;90194313216,00000000;84,00000000;0,00021000;115964116992,00000000;216,00000000;0,00027000;
399431958528,00000000;372,00000000;0,00093000;141733920768,00000000;132,00000000;0,00033000;103079215104,00000000;96,00000000;0,00024000;90194313216,00000000;84,00000000;0,00021000;115964116992,00000000;216,00000000;0,00027000;
399431958528,00000000;372,00000000;0,00093000;141733920768,00000000;132,00000000;0,00033000;103079215104,00000000;96,00000000;0,00024000;85899345920,00000000;80,00000000;0,00020000;115964116992,00000000;216,00000000;0,00027000;
399431958528,00000000;372,00000000;0,00093000;146028888064,00000000;136,00000000;0,00034000;103079215104,00000000;96,00000000;0,00024000;85899345920,00000000;80,00000000;0,00020000;115964116992,00000000;216,00000000;0,00027000;
399431958528,00000000;372,00000000;0,00093000;146028888064,00000000;136,00000000;0,00034000;103079215104,00000000;96,00000000;0,00024000;85899345920,00000000;80,00000000;0,00020000;120259084288,00000000;224,00000000;0,00028000;
399431958528,00000000;372,00000000;0,00093000;146028888064,00000000;136,00000000;0,00034000;107374182400,00000000;100,00000000;0,00025000;85899345920,00000000;80,00000000;0,00020000;120259084288,00000000;224,00000000;0,00028000;
403726925824,00000000;376,00000000;0,00094000;146028888064,00000000;136,00000000;0,00034000;107374182400,00000000;100,00000000;0,00025000;85899345920,00000000;80,00000000;0,00020000;120259084288,00000000;224,00000000;0,00028000;
403726925824,00000000;376,00000000;0,00094000;146028888064,00000000;136,00000000;0,00034000;107374182400,00000000;100,00000000;0,00025000;90194313216,00000000;84,00000000;0,00021000;120259084288,00000000;224,00000000;0,00028000;
403726925824,00000000;376,00000000;0,00094000;150323855360,00000000;140,00000000;0,00035000;107374182400,00000000;100,00000000;0,00025000;90194313216,00000000;84,00000000;0,00021000;120259084288,00000000;224,00000000;0,00028000;
